"INCP_2016","Income","AGE","Age","SEX_ABS","Sex","STATE","State","REGIONTYPE","Geography Level","ASGS_2016","Region","TIME","Year","Value","Flag Codes","Flags"
"03","$1-$149 ($1-$7,799) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",191,,
"03","$1-$149 ($1-$7,799) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",210,,
"04","$150-$299 ($7,800-$15,599)","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",75,,
"04","$150-$299 ($7,800-$15,599)","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",88,,
"05","$300-$399 ($15,600-$20,799) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",25,,
"05","$300-$399 ($15,600-$20,799) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",35,,
"06","$400-$499 ($20,800-$25,999) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",25,,
"06","$400-$499 ($20,800-$25,999) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",22,,
"07","$500-$649 ($26,000-$33,799) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",17,,
"07","$500-$649 ($26,000-$33,799) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",13,,
"08","$650-$799 ($33,800-$41,599) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",6,,
"08","$650-$799 ($33,800-$41,599) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",11,,
"09","$800-$999 ($41,600-$51,999) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",10,,
"09","$800-$999 ($41,600-$51,999) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",3,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",4,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",3,,
"15","$3,000 or more ($156,000 or more) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"15","$3,000 or more ($156,000 or more) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"01","Negative income ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",17,,
"01","Negative income ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",14,,
"02","Nil income ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",531,,
"02","Nil income ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",506,,
"03","$1-$149 ($1-$7,799) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",270,,
"03","$1-$149 ($1-$7,799) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",305,,
"04","$150-$299 ($7,800-$15,599)","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",86,,
"04","$150-$299 ($7,800-$15,599)","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",126,,
"05","$300-$399 ($15,600-$20,799) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",37,,
"05","$300-$399 ($15,600-$20,799) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",39,,
"06","$400-$499 ($20,800-$25,999) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",33,,
"06","$400-$499 ($20,800-$25,999) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",21,,
"07","$500-$649 ($26,000-$33,799) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",18,,
"07","$500-$649 ($26,000-$33,799) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",22,,
"08","$650-$799 ($33,800-$41,599) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",7,,
"08","$650-$799 ($33,800-$41,599) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",10,,
"09","$800-$999 ($41,600-$51,999) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",4,,
"09","$800-$999 ($41,600-$51,999) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",3,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",3,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",3,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"15","$3,000 or more ($156,000 or more) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"15","$3,000 or more ($156,000 or more) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",3,,
"01","Negative income ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",26,,
"01","Negative income ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",21,,
"02","Nil income ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",560,,
"02","Nil income ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",440,,
"03","$1-$149 ($1-$7,799) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",234,,
"03","$1-$149 ($1-$7,799) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",309,,
"04","$150-$299 ($7,800-$15,599)","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",97,,
"04","$150-$299 ($7,800-$15,599)","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",132,,
"05","$300-$399 ($15,600-$20,799) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",47,,
"05","$300-$399 ($15,600-$20,799) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",53,,
"06","$400-$499 ($20,800-$25,999) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",59,,
"06","$400-$499 ($20,800-$25,999) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",49,,
"07","$500-$649 ($26,000-$33,799) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",45,,
"07","$500-$649 ($26,000-$33,799) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",36,,
"08","$650-$799 ($33,800-$41,599) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",26,,
"08","$650-$799 ($33,800-$41,599) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",14,,
"09","$800-$999 ($41,600-$51,999) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",8,,
"09","$800-$999 ($41,600-$51,999) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",10,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",4,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",6,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",4,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"15","$3,000 or more ($156,000 or more) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",8,,
"15","$3,000 or more ($156,000 or more) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",3,,
"01","Negative income ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",65,,
"01","Negative income ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",45,,
"02","Nil income ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",1325,,
"02","Nil income ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",1174,,
"03","$1-$149 ($1-$7,799) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",602,,
"03","$1-$149 ($1-$7,799) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",612,,
"04","$150-$299 ($7,800-$15,599)","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",346,,
"04","$150-$299 ($7,800-$15,599)","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",395,,
"05","$300-$399 ($15,600-$20,799) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",112,,
"05","$300-$399 ($15,600-$20,799) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",151,,
"06","$400-$499 ($20,800-$25,999) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",114,,
"06","$400-$499 ($20,800-$25,999) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",112,,
"07","$500-$649 ($26,000-$33,799) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",91,,
"07","$500-$649 ($26,000-$33,799) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",85,,
"08","$650-$799 ($33,800-$41,599) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",54,,
"08","$650-$799 ($33,800-$41,599) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",44,,
"09","$800-$999 ($41,600-$51,999) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",23,,
"09","$800-$999 ($41,600-$51,999) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",19,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A15","15 - 19","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",3,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A15","15 - 19","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
